location,Basel
lat,47.75000
lon,7.50000
asl,363.653
variable,Temperature
unit,°C
level,2 m elevation corrected
resolution,hourly
aggregation,None
timestamp,Basel Temperature [2 m elevation corrected]
20230321T2100,10.110246
20230321T2200,10.280245
20230321T2300,9.990245
20230322T0000,9.010245
20230322T0100,8.020246
20230322T0200,7.000245
20230322T0300,6.270245
20230322T0400,5.7002454
20230322T0500,5.5902452
20230322T0600,5.380245
20230322T0700,7.8702455
20230322T0800,10.950245
20230322T0900,13.480246
20230322T1000,15.460245
20230322T1100,16.920246
20230322T1200,17.930244
20230322T1300,18.760244
20230322T1400,19.210245
20230322T1500,19.290245
20230322T1600,18.730246
20230322T1700,16.930244
20230322T1800,15.100245
20230322T1900,15.030245
20230322T2000,12.870245
20230322T2100,11.820246
20230322T2200,11.390245
20230322T2300,11.240245
20230323T0000,11.620245
20230323T0100,12.270246
20230323T0200,12.570246
20230323T0300,13.070246
20230323T0400,13.590245
20230323T0500,13.370245
20230323T0600,13.270246
20230323T0700,13.350245
20230323T0800,13.450245
20230323T0900,14.590245
20230323T1000,15.370245
20230323T1100,16.320246
20230323T1200,16.460245
20230323T1300,16.410246
20230323T1400,16.390245
20230323T1500,16.550245
20230323T1600,16.030245
20230323T1700,15.620245
20230323T1800,14.150246
20230323T1900,13.920245
20230323T2000,13.280245
20230323T2100,12.520246
20230323T2200,12.750245
20230323T2300,13.190246
20230324T0000,13.010245
20230324T0100,13.070246
20230324T0200,13.600245
20230324T0300,13.860246
20230324T0400,14.090245
20230324T0500,14.640245
20230324T0600,14.330245
20230324T0700,13.800245
20230324T0800,13.870245
20230324T0900,13.880245
20230324T1000,13.040245
20230324T1100,12.380245
20230324T1200,12.080245
20230324T1300,12.300245
20230324T1400,11.930245
20230324T1500,12.210245
20230324T1600,12.260245
20230324T1700,11.870245
20230324T1800,11.070246
20230324T1900,10.380245
20230324T2000,9.780245
20230324T2100,9.930245
20230324T2200,9.680245
20230324T2300,9.970245
20230325T0000,9.620245
20230325T0100,9.480246
20230325T0200,9.0602455
20230325T0300,8.030246
20230325T0400,7.2402453
20230325T0500,7.6202455
20230325T0600,7.730245
20230325T0700,8.120246
20230325T0800,8.620245
20230325T0900,8.680245
20230325T1000,9.510245
20230325T1100,10.770246
20230325T1200,11.160245
20230325T1300,12.130245
20230325T1400,12.590245
20230325T1500,12.460245
20230325T1600,11.880245
20230325T1700,11.460245
20230325T1800,10.500245
20230325T1900,10.420245
20230325T2000,10.020246
20230325T2100,9.930245
20230325T2200,8.930245
20230325T2300,8.950245
20230326T0000,8.910245
20230326T0100,8.340245
20230326T0200,8.390245
20230326T0300,8.380245
20230326T0400,8.290245
20230326T0500,8.340245
20230326T0600,8.530246
20230326T0700,9.220245
20230326T0800,10.090245
20230326T0900,10.340245
20230326T1000,11.530245
20230326T1100,12.490245
20230326T1200,12.600245
20230326T1300,12.0602455
20230326T1400,9.130245
20230326T1500,7.9902453
20230326T1600,8.690246
20230326T1700,7.900245
20230326T1800,7.1802454
20230326T1900,6.480245
20230326T2000,6.540245
20230326T2100,6.6202455
20230326T2200,6.3402452
20230326T2300,6.5302453
20230327T0000,6.690245
20230327T0100,6.9102454
20230327T0200,6.960245
20230327T0300,6.860245
20230327T0400,6.520245
20230327T0500,6.2002454
20230327T0600,5.540245
20230327T0700,5.170245
20230327T0800,4.7402453
20230327T0900,5.0602455
20230327T1000,5.2202454
20230327T1100,6.3702455
20230327T1200,6.940245
20230327T1300,7.3002453
20230327T1400,7.0802455
20230327T1500,7.0702453
20230327T1600,6.920245
20230327T1700,6.250245
20230327T1800,5.0702453
20230327T1900,4.4502454
20230327T2000,3.3502455
20230327T2100,3.0702453
20230327T2200,2.6102452
20230327T2300,2.0602455
20230328T0000,1.9702454
20230328T0100,1.9602454
20230328T0200,2.0302453
20230328T0300,0.3902454
20230328T0400,-1.0297546
20230328T0500,-1.8497547
20230328T0600,-0.39975458
20230328T0700,2.3302455
20230328T0800,4.4802456
20230328T0900,6.130245
20230328T1000,7.3102455
20230328T1100,8.190246
20230328T1200,9.160245
20230328T1300,9.920245
20230328T1400,10.760245
20230328T1500,11.040245
20230328T1600,11.000245
20230328T1700,10.120245
20230328T1800,9.010245
20230328T1900,8.330246
20230328T2000,7.8702455
20230328T2100,7.920245
20230328T2200,8.470245
20230328T2300,8.600245
20230329T0000,8.510245
20230329T0100,8.450246
20230329T0200,8.090245
20230329T0300,8.030246
20230329T0400,8.110246
20230329T0500,8.000245
20230329T0600,8.270246
20230329T0700,9.3102455
20230329T0800,10.600245
20230329T0900,12.020246
20230329T1000,13.760245
20230329T1100,15.970245
20230329T1200,17.500246
20230329T1300,18.460245
20230329T1400,19.520245
20230329T1500,19.710245
20230329T1600,18.970245
20230329T1700,17.750246
20230329T1800,16.230246
20230329T1900,15.520246
20230329T2000,14.740245
20230329T2100,14.290245
20230329T2200,15.420245
20230329T2300,15.050245
20230330T0000,14.500245
20230330T0100,13.800245
20230330T0200,13.070246
20230330T0300,12.890245
20230330T0400,12.760245
20230330T0500,12.800245
20230330T0600,13.420245
20230330T0700,14.380245
20230330T0800,14.320246
20230330T0900,13.920245
20230330T1000,14.270246
20230330T1100,14.360246
20230330T1200,14.880245
20230330T1300,15.430245
20230330T1400,16.140245
20230330T1500,16.540245
20230330T1600,16.670246
20230330T1700,16.140245
20230330T1800,14.410245
20230330T1900,12.710245
20230330T2000,12.540245
20230330T2100,12.440246
20230330T2200,12.410245
20230330T2300,12.290245
20230331T0000,12.290245
20230331T0100,11.800245
20230331T0200,11.680245
20230331T0300,11.200245
20230331T0400,11.370245
20230331T0500,11.790245
20230331T0600,12.650246
20230331T0700,13.370245
20230331T0800,14.160245
20230331T0900,14.210245
20230331T1000,13.920245
20230331T1100,14.550245
20230331T1200,12.620245
20230331T1300,13.470245
20230331T1400,12.450245
20230331T1500,11.700245
20230331T1600,11.820246
20230331T1700,11.780245
20230331T1800,10.120245
20230331T1900,10.110246
20230331T2000,10.120245
20230331T2100,9.940246
20230331T2200,9.200245
20230331T2300,8.800245
20230401T0000,8.740245
20230401T0100,9.040245
20230401T0200,8.880245
20230401T0300,8.690246
20230401T0400,8.630245
20230401T0500,8.430245
20230401T0600,8.690246
20230401T0700,8.860246
20230401T0800,8.640245
20230401T0900,8.730246
20230401T1000,9.150246
20230401T1100,9.920245
20230401T1200,10.630245
20230401T1300,10.620245
20230401T1400,10.910245
20230401T1500,11.330245
20230401T1600,11.010245
20230401T1700,9.960245
20230401T1800,9.120245
20230401T1900,8.5602455
20230401T2000,8.230246
20230401T2100,8.070246
20230401T2200,7.8202453
20230401T2300,8.010245
20230402T0000,7.9702454
20230402T0100,7.880245
20230402T0200,7.770245
20230402T0300,7.710245
20230402T0400,7.150245
20230402T0500,7.0802455
20230402T0600,7.540245
20230402T0700,8.250245
20230402T0800,9.010245
20230402T0900,9.710245
20230402T1000,10.050245
20230402T1100,10.220245
20230402T1200,10.570246
20230402T1300,11.120245
20230402T1400,11.730246
20230402T1500,12.020246
20230402T1600,11.930245
20230402T1700,11.410245
20230402T1800,9.200245
20230402T1900,8.930245
20230402T2000,8.650246
20230402T2100,8.430245
20230402T2200,8.140245
20230402T2300,7.710245
20230403T0000,7.3202453
20230403T0100,6.6402454
20230403T0200,5.9502454
20230403T0300,5.3702455
20230403T0400,4.8702455
20230403T0500,4.4602456
20230403T0600,4.400245
20230403T0700,4.610245
20230403T0800,5.3102455
20230403T0900,5.8902454
20230403T1000,6.8702455
20230403T1100,7.3202453
20230403T1200,7.9902453
20230403T1300,8.210245
20230403T1400,8.190246
20230403T1500,8.010245
20230403T1600,7.5102453
20230403T1700,7.0902452
20230403T1800,6.3502455
20230403T1900,5.7002454
20230403T2000,4.8502455
20230403T2100,3.7502456
20230403T2200,2.9302454
20230403T2300,2.3802454
20230404T0000,1.9902455
20230404T0100,1.2802454
20230404T0200,0.7502454
20230404T0300,0.020245433
20230404T0400,-0.65975463
20230404T0500,-1.2797546
20230404T0600,0.1802454
20230404T0700,2.0602455
20230404T0800,3.5702453
20230404T0900,5.1602454
20230404T1000,6.480245
20230404T1100,7.6202455
20230404T1200,8.580245
20230404T1300,9.330245
20230404T1400,9.710245
20230404T1500,9.760245
20230404T1600,9.500245
20230404T1700,8.620245
20230404T1800,5.880245
20230404T1900,4.110245
20230404T2000,2.8302455
20230404T2100,1.6102453
20230404T2200,1.0702454
20230404T2300,0.5802454
20230405T0000,0.11024541
20230405T0100,0.1202454
20230405T0200,0.6102454
20230405T0300,0.5802454
20230405T0400,-0.33975458
20230405T0500,-0.9197546
20230405T0600,-0.6697546
20230405T0700,2.2102454
20230405T0800,4.2502456
20230405T0900,5.8502455
20230405T1000,7.2602453
20230405T1100,8.3102455
20230405T1200,9.230246
20230405T1300,9.920245
20230405T1400,10.5602455
20230405T1500,10.770246
20230405T1600,10.580245
20230405T1700,9.770246
20230405T1800,5.8102455
20230405T1900,3.2802453
20230405T2000,3.4702454
20230405T2100,3.2302456
20230405T2200,3.5802455
20230405T2300,3.4802456
20230406T0000,2.6202455
20230406T0100,1.0702454
20230406T0200,-0.2697546
20230406T0300,-1.3197546
20230406T0400,-1.8697547
20230406T0500,-2.0797548
20230406T0600,-0.029754579
20230406T0700,3.2702456
20230406T0800,6.360245
20230406T0900,8.610246
20230406T1000,10.370245
20230406T1100,11.490245
20230406T1200,12.390245
20230406T1300,12.780245
20230406T1400,12.820246
20230406T1500,12.590245
20230406T1600,12.0602455
20230406T1700,11.460245
20230406T1800,11.0602455
20230406T1900,9.410245
20230406T2000,8.440246
20230406T2100,8.750245
20230406T2200,8.650246
20230406T2300,8.100245
20230407T0000,7.900245
20230407T0100,6.940245
20230407T0200,6.4702454
20230407T0300,5.9702454
20230407T0400,6.3002453
20230407T0500,5.6202455
20230407T0600,6.1002455
20230407T0700,6.1602454
20230407T0800,6.0502453
20230407T0900,5.790245
20230407T1000,6.9502454
20230407T1100,7.6802454
20230407T1200,8.000245
20230407T1300,8.700245
20230407T1400,8.960245
20230407T1500,9.140245
20230407T1600,9.370245
20230407T1700,9.140245
20230407T1800,8.300245
20230407T1900,7.6402454
20230407T2000,6.730245
20230407T2100,6.770245
20230407T2200,5.770245
20230407T2300,5.5702453
20230408T0000,5.360245
20230408T0100,5.5302453
20230408T0200,5.7802453
20230408T0300,5.8702455
20230408T0400,5.7802453
20230408T0500,5.8902454
20230408T0600,5.3202453
20230408T0700,6.7402453
20230408T0800,8.220245
20230408T0900,9.550245
20230408T1000,10.380245
20230408T1100,10.840245
20230408T1200,11.350245
20230408T1300,11.490245
20230408T1400,11.650246
20230408T1500,12.010245
20230408T1600,12.030245
20230408T1700,11.730246
20230408T1800,10.250245
20230408T1900,9.530245
20230408T2000,8.880245
20230408T2100,8.650246
20230408T2200,7.8902454
20230408T2300,6.7402453
20230409T0000,5.770245
20230409T0100,4.4402456
20230409T0200,3.7902455
20230409T0300,3.4802456
20230409T0400,3.4302454
20230409T0500,2.8502455
20230409T0600,4.4602456
20230409T0700,6.6202455
20230409T0800,8.340245
20230409T0900,9.790245
20230409T1000,11.540245
20230409T1100,12.720245
20230409T1200,13.450245
20230409T1300,14.380245
20230409T1400,15.010245
20230409T1500,15.340245
20230409T1600,15.130245
20230409T1700,14.280245
20230409T1800,12.780245
20230409T1900,11.640245
20230409T2000,8.740245
20230409T2100,6.2802453
20230409T2200,6.1002455
20230409T2300,5.230245
20230410T0000,4.730245
20230410T0100,4.2502456
20230410T0200,3.5702453
20230410T0300,3.0702453
20230410T0400,2.9702454
20230410T0500,2.3702455
20230410T0600,3.4102454
20230410T0700,6.3702455
20230410T0800,9.010245
20230410T0900,11.250245
20230410T1000,13.440246
20230410T1100,14.990245
20230410T1200,16.130245
20230410T1300,16.880245
20230410T1400,17.380245
20230410T1500,17.500246
20230410T1600,17.330246
20230410T1700,16.290245
20230410T1800,15.490245
20230410T1900,14.360246
20230410T2000,13.710245
20230410T2100,13.980246
20230410T2200,14.260245
20230410T2300,14.580245
20230411T0000,14.520246
20230411T0100,13.620245
20230411T0200,13.210245
20230411T0300,12.3102455
20230411T0400,11.610246
20230411T0500,10.690246
20230411T0600,10.140245
20230411T0700,9.960245
20230411T0800,9.790245
20230411T0900,10.240245
20230411T1000,11.280245
20230411T1100,11.870245
20230411T1200,12.570246
20230411T1300,13.030245
20230411T1400,13.370245
20230411T1500,13.570246
20230411T1600,13.270246
20230411T1700,12.590245
20230411T1800,11.300245
20230411T1900,10.520246
20230411T2000,10.110246
20230411T2100,9.600245
20230411T2200,9.250245
20230411T2300,8.780245
20230412T0000,8.570246
20230412T0100,8.360246
20230412T0200,8.120246
20230412T0300,8.200246
20230412T0400,8.420245
20230412T0500,8.870245
20230412T0600,9.540245
20230412T0700,10.300245
20230412T0800,11.170245
20230412T0900,11.730246
20230412T1000,12.860246
20230412T1100,12.760245
20230412T1200,12.670245
20230412T1300,13.800245
20230412T1400,13.800245
20230412T1500,12.250245
20230412T1600,11.250245
20230412T1700,10.630245
20230412T1800,9.870245
20230412T1900,9.480246
20230412T2000,9.200245
20230412T2100,8.460245
20230412T2200,7.5702453
20230412T2300,7.170245
20230413T0000,6.920245
20230413T0100,6.3902454
20230413T0200,6.2402453
20230413T0300,5.9702454
20230413T0400,5.8102455
20230413T0500,5.9302454
20230413T0600,6.190245
20230413T0700,7.0802455
20230413T0800,7.980245
20230413T0900,8.580245
20230413T1000,8.860246
20230413T1100,9.270246
20230413T1200,9.250245
20230413T1300,9.280245
20230413T1400,9.590245
20230413T1500,9.570246
20230413T1600,9.610246
20230413T1700,9.670245
20230413T1800,8.400246
20230413T1900,7.3902454
20230413T2000,6.000245
20230413T2100,5.4502454
20230413T2200,5.0902452
20230413T2300,4.4702454
20230414T0000,3.9602456
20230414T0100,3.5102453
20230414T0200,3.3702455
20230414T0300,2.6302452
20230414T0400,2.3202453
20230414T0500,2.1202455
20230414T0600,3.6102452
20230414T0700,5.8202453
20230414T0800,7.980245
20230414T0900,9.660245
20230414T1000,10.730246
20230414T1100,11.630245
20230414T1200,12.750245
20230414T1300,13.210245
20230414T1400,13.760245
20230414T1500,14.110246
20230414T1600,14.190246
20230414T1700,13.850245
20230414T1800,11.240245
20230414T1900,10.640245
20230414T2000,8.710245
20230414T2100,6.9702454
20230414T2200,5.730245
20230414T2300,5.0302453
20230415T0000,4.4502454
20230415T0100,5.1202455
20230415T0200,5.5602455
20230415T0300,6.130245
20230415T0400,6.5602455
20230415T0500,6.5702453
20230415T0600,6.9102454
20230415T0700,7.5802455
20230415T0800,8.330246
20230415T0900,9.280245
20230415T1000,9.940246
20230415T1100,10.550245
20230415T1200,11.210245
20230415T1300,11.590245
20230415T1400,12.120245
20230415T1500,12.480246
20230415T1600,12.780245
20230415T1700,12.450245
20230415T1800,10.500245
20230415T1900,9.340245
20230415T2000,9.350245
20230415T2100,9.240245
20230415T2200,8.880245
20230415T2300,8.780245
20230416T0000,8.600245
20230416T0100,8.540245
20230416T0200,8.450246
20230416T0300,8.460245
20230416T0400,8.400246
20230416T0500,8.300245
20230416T0600,8.320246
20230416T0700,8.530246
20230416T0800,8.430245
20230416T0900,8.710245
20230416T1000,8.860246
20230416T1100,9.030245
20230416T1200,9.270246
20230416T1300,9.530245
20230416T1400,9.740245
20230416T1500,10.120245
20230416T1600,10.170245
20230416T1700,9.720245
20230416T1800,9.140245
20230416T1900,8.860246
20230416T2000,8.590245
20230416T2100,8.320246
20230416T2200,7.9902453
20230416T2300,8.180245
20230417T0000,8.160246
20230417T0100,8.240246
20230417T0200,8.270246
20230417T0300,8.280246
20230417T0400,8.100245
20230417T0500,8.100245
20230417T0600,8.160246
20230417T0700,8.740245
20230417T0800,9.200245
20230417T0900,9.970245
20230417T1000,11.270246
20230417T1100,12.140245
20230417T1200,12.780245
20230417T1300,13.650246
20230417T1400,13.820246
20230417T1500,13.690246
20230417T1600,13.340245
20230417T1700,12.320246
20230417T1800,11.040245
20230417T1900,10.330245
20230417T2000,9.5602455
20230417T2100,8.920245
20230417T2200,7.8202453
20230417T2300,7.610245
20230418T0000,7.5502453
20230418T0100,7.5902452
20230418T0200,7.7202454
20230418T0300,7.9502454
20230418T0400,8.090245
20230418T0500,8.220245
20230418T0600,8.480246
20230418T0700,9.300245
20230418T0800,9.870245
20230418T0900,10.460245
20230418T1000,11.250245
20230418T1100,12.080245
20230418T1200,13.050245
20230418T1300,13.840245
20230418T1400,14.630245
20230418T1500,15.660245
20230418T1600,15.760245
20230418T1700,15.040245
20230418T1800,13.680245
20230418T1900,11.200245
20230418T2000,10.120245
20230418T2100,8.650246
20230418T2200,7.750245
20230418T2300,7.150245
20230419T0000,7.000245
20230419T0100,6.5602455
20230419T0200,6.4502454
20230419T0300,7.210245
20230419T0400,7.6802454
20230419T0500,7.7202454
20230419T0600,8.180245
20230419T0700,9.490245
20230419T0800,10.670245
20230419T0900,11.730246
20230419T1000,12.400246
20230419T1100,12.750245
20230419T1200,13.040245
20230419T1300,13.490245
20230419T1400,13.380245
20230419T1500,13.090245
20230419T1600,13.070246
20230419T1700,12.5602455
20230419T1800,11.820246
20230419T1900,10.890245
20230419T2000,9.950245
20230419T2100,9.020246
20230419T2200,8.400246
20230419T2300,7.7802453
20230420T0000,7.170245
20230420T0100,6.170245
20230420T0200,5.9702454
20230420T0300,5.2402453
20230420T0400,4.7402453
20230420T0500,4.5002456
20230420T0600,5.2002454
20230420T0700,5.790245
20230420T0800,6.3302455
20230420T0900,7.130245
20230420T1000,8.220245
20230420T1100,8.750245
20230420T1200,8.750245
20230420T1300,8.700245
20230420T1400,8.850245
20230420T1500,9.280245
20230420T1600,9.270246
20230420T1700,9.020246
20230420T1800,8.500245
20230420T1900,7.7602453
20230420T2000,6.690245
20230420T2100,6.1002455
20230420T2200,4.920245
20230420T2300,4.8002453
20230421T0000,4.2102456
20230421T0100,3.5002456
20230421T0200,2.9802456
20230421T0300,2.6302452
20230421T0400,2.8102455
20230421T0500,2.8402452
20230421T0600,4.0002456
20230421T0700,5.730245
20230421T0800,7.4502454
20230421T0900,8.690246
20230421T1000,10.350245
20230421T1100,11.330245
20230421T1200,12.220245
20230421T1300,12.900246
20230421T1400,12.630245
20230421T1500,12.700245
20230421T1600,13.300245
20230421T1700,12.990245
20230421T1800,11.510245
20230421T1900,10.870245
20230421T2000,10.140245
20230421T2100,9.800245
20230421T2200,9.0602455
20230421T2300,8.860246
20230422T0000,8.640245
20230422T0100,7.940245
20230422T0200,7.440245
20230422T0300,7.2002454
20230422T0400,6.940245
20230422T0500,6.5102453
20230422T0600,8.490246
20230422T0700,10.740245
20230422T0800,12.3102455
20230422T0900,13.850245
20230422T1000,16.230246
20230422T1100,17.080246
20230422T1200,18.130245
20230422T1300,18.370245
20230422T1400,18.550245
20230422T1500,17.520245
20230422T1600,16.380245
20230422T1700,15.520246
20230422T1800,14.070246
20230422T1900,13.920245
20230422T2000,13.240245
20230422T2100,12.820246
20230422T2200,12.110246
20230422T2300,11.690246
20230423T0000,11.730246
20230423T0100,11.540245
20230423T0200,11.080245
20230423T0300,10.260245
20230423T0400,9.970245
20230423T0500,9.750245
20230423T0600,10.890245
20230423T0700,12.670245
20230423T0800,13.950245
20230423T0900,15.190246
20230423T1000,16.240246
20230423T1100,17.380245
20230423T1200,18.580246
20230423T1300,19.450245
20230423T1400,16.790245
20230423T1500,16.470245
20230423T1600,16.430246
20230423T1700,14.8102455
20230423T1800,12.840245
20230423T1900,12.080245
20230423T2000,11.780245
20230423T2100,11.600245
20230423T2200,11.300245
20230423T2300,11.190246
20230424T0000,11.210245
20230424T0100,10.750245
20230424T0200,10.530245
20230424T0300,10.260245
20230424T0400,10.120245
20230424T0500,9.880245
20230424T0600,9.960245
20230424T0700,10.130245
20230424T0800,10.200245
20230424T0900,10.730246
20230424T1000,10.5602455
20230424T1100,11.200245
20230424T1200,11.750245
20230424T1300,12.370245
20230424T1400,12.970245
20230424T1500,13.020246
20230424T1600,12.770246
20230424T1700,12.410245
20230424T1800,11.740245
20230424T1900,10.510245
20230424T2000,9.910245
20230424T2100,8.920245
20230424T2200,9.080245
20230424T2300,9.580245
20230425T0000,8.610246
20230425T0100,8.200246
20230425T0200,7.290245
20230425T0300,6.5802455
20230425T0400,6.290245
20230425T0500,6.670245
20230425T0600,7.1402454
20230425T0700,6.9502454
20230425T0800,7.210245
20230425T0900,8.240246
20230425T1000,9.670245
20230425T1100,10.400246
20230425T1200,10.610246
20230425T1300,11.320246
20230425T1400,10.890245
20230425T1500,10.840245
20230425T1600,10.410245
20230425T1700,10.100245
20230425T1800,9.500245
20230425T1900,8.0602455
20230425T2000,8.730246
20230425T2100,8.610246
20230425T2200,7.5502453
20230425T2300,6.7402453
20230426T0000,5.670245
20230426T0100,5.0502453
20230426T0200,4.6002455
20230426T0300,4.0402455
20230426T0400,3.8002453
20230426T0500,4.0702453
20230426T0600,5.500245
20230426T0700,6.6802454
20230426T0800,8.040245
20230426T0900,9.650246
20230426T1000,11.080245
20230426T1100,12.210245
20230426T1200,12.940246
20230426T1300,13.720245
20230426T1400,14.500245
20230426T1500,14.920245
20230426T1600,15.040245
20230426T1700,14.840245
20230426T1800,14.350245
20230426T1900,11.280245
20230426T2000,9.960245
20230426T2100,9.770246
20230426T2200,9.050245
20230426T2300,8.890245
20230427T0000,8.750245
20230427T0100,8.3102455
20230427T0200,8.670245
20230427T0300,8.3102455
20230427T0400,8.610246
20230427T0500,8.530246
20230427T0600,9.720245
20230427T0700,11.220245
20230427T0800,13.460245
20230427T0900,15.040245
20230427T1000,16.090246
20230427T1100,17.220245
20230427T1200,17.470245
20230427T1300,18.040245
20230427T1400,18.750246
20230427T1500,19.050245
20230427T1600,18.960245
20230427T1700,18.600245
20230427T1800,17.830246
20230427T1900,15.290245
20230427T2000,12.420245
20230427T2100,11.690246
20230427T2200,12.210245
20230427T2300,11.880245
20230428T0000,12.000245
20230428T0100,12.220245
20230428T0200,12.860246
20230428T0300,12.970245
20230428T0400,12.740245
20230428T0500,12.860246
20230428T0600,13.250245
20230428T0700,13.760245
20230428T0800,14.300245
20230428T0900,14.900246
20230428T1000,15.110246
20230428T1100,16.720245
20230428T1200,17.310246
20230428T1300,18.330246
20230428T1400,18.570246
20230428T1500,18.360245
20230428T1600,18.740246
20230428T1700,18.470245
20230428T1800,18.170246
20230428T1900,16.620245
20230428T2000,15.620245
20230428T2100,15.3102455
20230428T2200,15.040245
20230428T2300,14.420245
20230429T0000,13.680245
20230429T0100,13.370245
20230429T0200,13.340245
20230429T0300,13.270246
20230429T0400,12.740245
20230429T0500,12.840245
20230429T0600,13.890245
20230429T0700,14.930245
20230429T0800,16.230246
20230429T0900,17.070246
20230429T1000,18.030245
20230429T1100,18.790245
20230429T1200,19.320246
20230429T1300,19.670246
20230429T1400,19.480246
20230429T1500,19.090246
20230429T1600,18.510244
20230429T1700,17.170246
20230429T1800,15.470245
20230429T1900,13.780245
20230429T2000,12.980246
20230429T2100,12.3102455
20230429T2200,11.820246
20230429T2300,11.230246
20230430T0000,11.030245
20230430T0100,9.630245
20230430T0200,9.3102455
20230430T0300,9.660245
20230430T0400,9.550245
20230430T0500,10.280245
20230430T0600,11.250245
20230430T0700,12.470245
20230430T0800,13.590245
20230430T0900,15.040245
20230430T1000,16.570246
20230430T1100,17.370245
20230430T1200,17.540245
20230430T1300,17.700245
20230430T1400,18.170246
20230430T1500,18.190245
20230430T1600,17.980246
20230430T1700,17.210245
20230430T1800,16.000246
20230430T1900,14.830245
20230430T2000,14.420245
20230430T2100,14.080245
20230430T2200,13.710245
20230430T2300,13.160245
20230501T0000,12.780245
20230501T0100,12.320246
20230501T0200,11.890245
20230501T0300,11.380245
20230501T0400,10.660245
20230501T0500,10.710245
20230501T0600,11.710245
20230501T0700,12.850245
20230501T0800,13.830245
20230501T0900,14.490245
20230501T1000,14.880245
20230501T1100,15.490245
20230501T1200,15.830245
20230501T1300,15.880245
20230501T1400,16.100246
20230501T1500,15.800245
20230501T1600,15.700245
20230501T1700,15.270246
20230501T1800,14.330245
20230501T1900,13.030245
20230501T2000,12.400246
20230501T2100,11.460245
20230501T2200,11.160245
20230501T2300,10.210245
20230502T0000,10.050245
20230502T0100,9.8102455
20230502T0200,9.440246
20230502T0300,8.930245
20230502T0400,8.950245
20230502T0500,9.5602455
20230502T0600,10.860246
20230502T0700,12.220245
20230502T0800,13.250245
20230502T0900,14.480246
20230502T1000,15.540245
20230502T1100,16.170246
20230502T1200,16.530245
20230502T1300,17.020245
20230502T1400,17.060246
20230502T1500,16.850245
20230502T1600,16.250246
20230502T1700,15.900246
20230502T1800,14.760245
20230502T1900,13.360246
20230502T2000,12.300245
20230502T2100,11.250245
20230502T2200,9.790245
20230502T2300,8.910245
20230503T0000,8.160246
20230503T0100,7.4702454
20230503T0200,7.0102453
20230503T0300,6.6002455
20230503T0400,6.110245
20230503T0500,6.860245
20230503T0600,9.150246
20230503T0700,11.000245
20230503T0800,12.950245
20230503T0900,14.750245
20230503T1000,16.560246
20230503T1100,17.970245
20230503T1200,19.080246
20230503T1300,19.840246
20230503T1400,20.380245
20230503T1500,20.630245
20230503T1600,20.450245
20230503T1700,19.810246
20230503T1800,17.630245
20230503T1900,14.330245
20230503T2000,12.830245
20230503T2100,11.410245
20230503T2200,10.350245
20230503T2300,9.330245
20230504T0000,8.570246
20230504T0100,7.7202454
20230504T0200,7.4902453
20230504T0300,7.6402454
20230504T0400,7.4702454
20230504T0500,7.540245
20230504T0600,10.400246
20230504T0700,13.180245
20230504T0800,15.390245
20230504T0900,17.230246
20230504T1000,19.150246
20230504T1100,20.910246
20230504T1200,22.340246
20230504T1300,23.350245
20230504T1400,24.220245
20230504T1500,24.540245
20230504T1600,24.520245
20230504T1700,23.900246
20230504T1800,21.790245
20230504T1900,18.850245
20230504T2000,19.050245
20230504T2100,18.220245
20230504T2200,14.920245
20230504T2300,14.820246
20230505T0000,14.490245
20230505T0100,14.320246
20230505T0200,14.360246
20230505T0300,14.470245
20230505T0400,14.160245
20230505T0500,14.220245
20230505T0600,15.360246
20230505T0700,16.580246
20230505T0800,18.100245
20230505T0900,19.400246
20230505T1000,20.740246
20230505T1100,21.560246
20230505T1200,22.190245
20230505T1300,22.460245
20230505T1400,20.450245
20230505T1500,18.920246
20230505T1600,18.710245
20230505T1700,18.840246
20230505T1800,17.760244
20230505T1900,16.550245
20230505T2000,15.790245
20230505T2100,15.210245
20230505T2200,14.590245
20230505T2300,13.860246
20230506T0000,13.180245
20230506T0100,12.700245
20230506T0200,12.440246
20230506T0300,12.600245
20230506T0400,12.850245
20230506T0500,12.660245
20230506T0600,13.280245
20230506T0700,14.230246
20230506T0800,15.460245
20230506T0900,17.290245
20230506T1000,19.970245
20230506T1100,20.810246
20230506T1200,21.490246
20230506T1300,22.080246
20230506T1400,22.590246
20230506T1500,22.310246
20230506T1600,22.310246
20230506T1700,21.920246
20230506T1800,20.840246
20230506T1900,18.510244
20230506T2000,16.770245
20230506T2100,13.870245
20230506T2200,14.100245
20230506T2300,13.320246
20230507T0000,13.210245
20230507T0100,12.270246
20230507T0200,11.550245
20230507T0300,11.530245
20230507T0400,11.790245
20230507T0500,11.900246
20230507T0600,13.690246
20230507T0700,15.420245
20230507T0800,16.830246
20230507T0900,18.240246
20230507T1000,19.310246
20230507T1100,19.930244
20230507T1200,20.320246
20230507T1300,18.930244
20230507T1400,18.980246
20230507T1500,18.110245
20230507T1600,17.900246
20230507T1700,17.590246
20230507T1800,16.540245
20230507T1900,15.690246
20230507T2000,15.300245
20230507T2100,15.040245
20230507T2200,14.670245
20230507T2300,14.500245
20230508T0000,14.320246
20230508T0100,14.230246
20230508T0200,14.250245
20230508T0300,14.160245
20230508T0400,14.360246
20230508T0500,14.540245
20230508T0600,14.630245
